City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
652,Gornopravdinsk,RU,60.05,69.9,-4.7,100,83,3.47,broken clouds
653,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,76,80,7.99,broken clouds
654,Acapulco,MX,16.8634,-99.8901,85.82,48,40,0.0,scattered clouds
655,Atikokan,CA,48.7555,-91.6216,1.38,84,96,6.04,overcast clouds
656,Vieques,PR,18.425,-65.8329,85.17,57,20,13.8,few clouds
657,Salinopolis,BR,-0.6136,-47.3561,76.55,87,100,5.46,overcast clouds
658,Maragogi,BR,-9.0122,-35.2225,84.02,65,83,13.62,broken clouds
659,Nemuro,JP,43.3236,145.575,26.29,85,96,8.19,overcast clouds
660,Belyy Yar,RU,53.6039,91.3903,-11.15,65,40,0.0,fog
661,Labuhan,ID,-6.8844,112.2051,78.12,85,100,6.04,moderate rain
662,Lexington,US,37.9887,-84.4777,32.95,77,100,6.91,mist
663,Panaba,MX,21.2833,-88.2667,81.7,54,19,8.05,few clouds
664,Anadyr,RU,64.75,177.4833,-11.88,100,100,2.13,overcast clouds
665,Poim,RU,53.0264,43.1872,7.54,97,90,8.72,overcast clouds
666,Moerai,PF,-22.4333,-151.3333,79.18,79,50,13.11,scattered clouds
667,Kodinsk,RU,58.6881,99.1844,-15.36,100,100,2.62,overcast clouds
668,Kalach-Na-Donu,RU,48.691,43.5264,4.32,100,46,4.72,scattered clouds
669,Beringovskiy,RU,63.05,179.3167,-6.88,94,83,3.13,broken clouds
670,Tahoua,NE,14.8888,5.2692,80.24,11,5,14.36,clear sky
671,Toora-Khem,RU,52.4675,96.11,-17.41,100,96,0.56,overcast clouds
672,Karachi,PK,24.9056,67.0822,62.42,67,0,5.75,smoke
673,Tazmalt,DZ,36.3868,4.3989,51.62,55,4,2.84,clear sky
674,Idritsa,RU,56.3316,28.8988,32.16,98,100,9.13,snow
675,Preobrazheniye,RU,42.9019,133.9064,14.81,62,44,13.02,scattered clouds
676,Henties Bay,NA,-22.116,14.2845,65.86,81,40,15.05,scattered clouds
677,Yulara,AU,-25.2406,130.9889,82.24,47,40,13.8,scattered clouds
678,Praya,CV,14.9215,-23.5087,73.94,56,75,18.41,broken clouds
679,Loikaw,MM,19.6742,97.2094,58.51,60,22,3.76,few clouds
680,Orange,US,33.7,-117.7675,66.15,24,75,4.0,broken clouds
681,Mantua,IT,45.1667,10.7833,47.75,66,8,1.74,clear sky
682,Puerto Escondido,MX,15.85,-97.0667,83.97,61,0,6.11,clear sky
683,Coxim,BR,-18.5067,-54.76,77.76,86,100,6.22,overcast clouds
684,Ardakan,IR,32.31,54.0175,48.58,21,0,14.2,clear sky
685,Bac Lieu,VN,9.285,105.7244,75.97,84,73,7.05,broken clouds
686,Iwaki,JP,37.05,140.8833,36.01,58,4,1.99,clear sky
687,Burlington,US,39.8835,-74.6413,36.7,70,75,3.0,broken clouds
688,Shubarkuduk,KZ,49.1447,56.4872,17.92,90,100,6.42,overcast clouds
689,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,20.89,84,100,20.2,light snow
690,Abengourou,CI,6.7297,-3.4964,97.32,21,73,4.25,broken clouds
691,Bundaberg,AU,-24.85,152.35,69.22,91,61,4.0,broken clouds
692,Austin,US,30.2672,-97.7431,54.09,44,0,7.0,clear sky
693,Gorontalo,ID,0.5412,123.0595,74.23,95,54,3.62,broken clouds
694,Auka,HN,14.9333,-83.8333,82.29,83,89,2.24,overcast clouds
695,Phangnga,TH,8.4509,98.5298,80.64,83,41,2.28,scattered clouds
696,Indiaroba,BR,-11.5192,-37.5117,86.59,56,76,6.82,broken clouds
697,Uarini,BR,-2.99,-65.1083,89.55,93,100,1.21,light rain
698,Hervey Bay,AU,-25.2986,152.8535,69.04,75,30,11.56,scattered clouds
699,Sampit,ID,-2.5333,112.95,73.31,97,100,3.22,overcast clouds
700,Windhoek,NA,-22.5594,17.0832,77.7,38,84,17.9,broken clouds
701,Maizuru,JP,35.45,135.3333,35.96,92,100,1.48,overcast clouds
702,Oriximina,BR,-1.7656,-55.8661,85.08,65,71,3.42,broken clouds
703,Sakaiminato,JP,35.55,133.2333,44.17,73,100,9.6,overcast clouds
704,Liberal,US,37.0431,-100.921,39.34,48,0,11.5,clear sky
705,Nema,RU,57.5067,50.5011,11.34,97,98,5.77,overcast clouds
706,San Antero,CO,9.3741,-75.7589,85.96,60,26,7.25,scattered clouds
707,Kangaatsiaq,GL,68.3065,-53.4641,12.6,68,100,15.9,overcast clouds
708,Emba,KZ,48.8264,58.1442,14.95,89,100,6.04,overcast clouds
709,Sindi,IN,20.8,78.8667,56.28,30,2,2.82,clear sky
710,Volchanets,RU,42.9131,132.7469,15.69,71,53,11.48,broken clouds
711,Pak Phanang,TH,8.3511,100.202,78.33,80,79,3.38,broken clouds
712,Kambove,CD,-10.8764,26.5969,64.31,95,100,4.41,light rain
713,Dumka,IN,24.2667,87.25,58.01,58,0,5.37,clear sky
714,Lahad Datu,MY,5.0268,118.327,76.55,86,85,3.18,overcast clouds
715,Egvekinot,RU,66.3167,-179.1667,-4.94,91,28,3.24,scattered clouds
716,Izhma,RU,65.0083,53.9113,5.18,95,99,7.58,overcast clouds
717,Paita,PE,-5.0892,-81.1144,79.36,71,96,7.34,overcast clouds
718,Port Lincoln,AU,-34.7333,135.8667,65.62,85,16,15.59,few clouds
719,Guaruja,BR,-23.9931,-46.2564,82.89,26,99,1.01,overcast clouds
720,Paptalaya,HN,15.5,-84.3167,82.44,87,94,2.93,overcast clouds
721,Chagoda,RU,59.164,35.3285,21.6,96,100,5.88,light snow
722,Murdochville,CA,48.9583,-65.5006,16.14,63,83,5.1,broken clouds
723,Kryve Ozero,UA,47.9524,30.3493,31.86,90,85,13.38,overcast clouds
724,Touros,BR,-5.1989,-35.4608,79.7,61,60,7.65,broken clouds
725,Ketchikan,US,55.3422,-131.6461,44.58,100,100,17.27,moderate rain
726,Riachao Das Neves,BR,-11.7461,-44.91,82.49,62,15,5.46,few clouds
727,Morros,BR,-9.4467,-46.3003,82.74,62,96,2.62,overcast clouds
728,Basco,PH,20.4487,121.9702,78.69,87,98,23.04,overcast clouds
729,Pacific Grove,US,36.6177,-121.9166,60.28,48,0,1.99,clear sky
730,Manggar,ID,-2.8833,108.2667,78.8,80,100,6.8,overcast clouds
731,Lashio,MM,22.9333,97.75,50.05,77,6,2.59,clear sky
732,Mata,PT,40.683,-7.4592,56.61,50,0,6.17,clear sky
