City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Pulandian,CN,2022-01-26 20:43:44,39.3953,121.9669,21.33,55,89,6.31
275,Lisakovsk,KZ,2022-01-26 20:41:13,52.5369,62.4936,8.35,87,100,10.6
276,Bilibino,RU,2022-01-26 20:43:45,68.0546,166.4372,-34.91,96,27,3.91
277,Bethel,US,2022-01-26 20:43:45,41.3712,-73.414,27.0,42,0,6.91
278,Xique-Xique,BR,2022-01-26 20:43:45,-10.8218,-42.7263,82.26,63,100,3.67
279,Kushmurun,KZ,2022-01-26 20:43:46,52.4503,64.6311,2.5,95,100,10.8
280,Vila Velha,BR,2022-01-26 20:43:46,-20.3297,-40.2925,80.55,80,0,5.01
281,Erenhot,CN,2022-01-26 20:43:47,43.6475,111.9767,-0.13,90,5,4.97
282,Smoky Lake,CA,2022-01-26 20:43:47,54.1169,-112.4686,34.56,80,98,16.11
283,Korla,CN,2022-01-26 20:43:47,41.7597,86.1469,22.75,66,0,2.68
284,Sechura,PE,2022-01-26 20:43:48,-5.5569,-80.8222,79.5,61,100,10.51
285,Jiangyou,CN,2022-01-26 20:43:48,31.7667,104.7167,42.98,89,100,0.98
286,Ponta Do Sol,PT,2022-01-26 20:43:48,32.6667,-17.1,60.71,66,88,8.81
287,Jalu,LY,2022-01-26 20:43:49,29.0331,21.5482,48.79,56,5,9.71
288,Amudat,UG,2022-01-26 20:43:49,1.95,34.95,70.81,46,0,5.26
289,Mizan Teferi,ET,2022-01-26 20:43:50,6.9833,35.5833,67.66,44,58,1.48
290,Oistins,BB,2022-01-26 20:43:50,13.0667,-59.5333,80.69,69,75,16.11
291,Hambantota,LK,2022-01-26 20:43:50,6.1241,81.1185,72.39,82,72,8.1
292,Matamoros,MX,2022-01-26 20:43:51,25.5333,-103.25,73.11,25,77,2.75
